Numer_zgloszenia;Czas_naprawy;Rodzaj
1661;05.09.2015 00:37;wymiana
1652;05.09.2015 02:00;wymiana
1629;05.09.2015 03:55;restart
1664;05.09.2015 04:25;wymiana
1626;05.09.2015 04:32;wymiana
1647;05.09.2015 05:18;restart
1642;05.09.2015 06:57;restart
1669;05.09.2015 07:47;restart
1632;05.09.2015 07:59;restart
1673;05.09.2015 08:30;wymiana
1648;05.09.2015 09:54;wymiana
1667;05.09.2015 11:17;wymiana
1655;05.09.2015 11:29;wymiana
1667;05.09.2015 12:00;restart
1668;05.09.2015 12:29;restart
1647;05.09.2015 13:58;wymiana
1626;05.09.2015 14:09;restart
1637;05.09.2015 15:36;wymiana
1640;05.09.2015 17:20;wymiana
1652;05.09.2015 19:10;restart
1674;05.09.2015 20:01;restart
1662;05.09.2015 23:04;wymiana
1643;05.09.2015 23:23;restart
1630;06.09.2015 00:48;wymiana
1658;06.09.2015 01:23;wymiana
1641;06.09.2015 02:24;wymiana
1630;06.09.2015 03:16;wymiana
1677;06.09.2015 03:22;restart
1647;06.09.2015 03:26;restart
1664;06.09.2015 04:55;restart
1633;06.09.2015 08:19;wymiana
1629;06.09.2015 08:21;wymiana
1630;06.09.2015 09:10;wymiana
1636;06.09.2015 11:28;restart
1675;06.09.2015 12:02;restart
1670;06.09.2015 12:46;wymiana
1670;06.09.2015 13:06;restart
1634;06.09.2015 14:12;wymiana
1648;06.09.2015 15:11;wymiana
1667;06.09.2015 21:55;restart
1650;06.09.2015 22:21;restart
1665;07.09.2015 00:52;restart
1659;07.09.2015 01:04;restart
1668;07.09.2015 03:57;restart
1663;07.09.2015 04:04;restart
1663;07.09.2015 04:33;restart
1639;07.09.2015 04:34;restart
1679;07.09.2015 05:35;restart
1638;07.09.2015 05:54;restart
1679;07.09.2015 09:04;restart
1663;07.09.2015 16:10;restart
1678;07.09.2015 17:44;wymiana
1642;07.09.2015 18:17;wymiana
1648;07.09.2015 21:17;wymiana
1663;07.09.2015 22:39;restart
1648;07.09.2015 22:42;restart
1646;08.09.2015 04:00;wymiana
1647;08.09.2015 05:12;restart
1667;08.09.2015 05:24;restart
1685;08.09.2015 06:09;restart
1645;08.09.2015 08:45;restart
1680;08.09.2015 11:35;wymiana
1683;08.09.2015 13:04;wymiana
1665;08.09.2015 13:11;wymiana
1690;08.09.2015 13:46;restart
1674;08.09.2015 14:16;restart
1672;08.09.2015 20:39;wymiana
1654;08.09.2015 21:26;wymiana
1692;08.09.2015 21:57;restart
1686;08.09.2015 22:02;wymiana
1648;08.09.2015 22:39;restart
1653;09.09.2015 00:25;wymiana
1670;09.09.2015 06:00;restart
1649;09.09.2015 06:35;wymiana
1669;09.09.2015 09:29;wymiana
1663;09.09.2015 10:43;wymiana
1685;09.09.2015 12:16;wymiana
1692;09.09.2015 15:40;restart
1654;09.09.2015 16:32;wymiana
1690;09.09.2015 17:17;restart
1692;09.09.2015 18:05;wymiana
1692;09.09.2015 18:59;restart
1661;09.09.2015 20:26;wymiana
1695;09.09.2015 23:20;wymiana
1682;10.09.2015 00:53;restart
1685;10.09.2015 02:59;wymiana
1697;10.09.2015 03:30;restart
1654;10.09.2015 04:07;restart
1695;10.09.2015 04:25;wymiana
1703;10.09.2015 05:05;restart
1666;10.09.2015 05:45;restart
1699;10.09.2015 06:15;wymiana
1700;10.09.2015 06:54;wymiana
1669;10.09.2015 07:16;wymiana
1668;10.09.2015 07:43;wymiana
1694;10.09.2015 10:41;wymiana
1701;10.09.2015 12:32;wymiana
1696;10.09.2015 12:36;wymiana
1668;10.09.2015 15:37;restart
1679;10.09.2015 15:45;wymiana
1707;10.09.2015 15:47;wymiana
1671;10.09.2015 22:12;restart
1711;11.09.2015 00:31;restart
1665;11.09.2015 00:39;wymiana
1711;11.09.2015 03:12;wymiana
1684;11.09.2015 03:47;restart
1700;11.09.2015 04:02;wymiana
1674;11.09.2015 07:21;restart
1701;11.09.2015 10:17;wymiana
1670;11.09.2015 10:17;restart
1685;11.09.2015 11:52;wymiana
1684;11.09.2015 12:18;restart
1709;11.09.2015 13:25;restart
1686;11.09.2015 13:27;restart
1688;11.09.2015 13:28;wymiana
1676;11.09.2015 15:22;restart
1711;11.09.2015 16:28;wymiana
1704;11.09.2015 16:36;restart
1671;11.09.2015 20:43;wymiana
1671;11.09.2015 21:57;wymiana
1708;11.09.2015 22:24;restart
1706;12.09.2015 00:38;wymiana
1687;12.09.2015 02:58;wymiana
1719;12.09.2015 03:46;wymiana
1687;12.09.2015 03:57;wymiana
1686;12.09.2015 04:54;restart
1691;12.09.2015 06:09;restart
1709;12.09.2015 09:46;restart
1681;12.09.2015 12:11;wymiana
1679;12.09.2015 15:53;wymiana
1723;12.09.2015 17:35;wymiana
1712;12.09.2015 20:30;wymiana
1700;12.09.2015 20:59;restart
1712;12.09.2015 21:16;restart
1709;12.09.2015 21:44;wymiana
1708;13.09.2015 02:14;wymiana
1688;13.09.2015 03:46;restart
1679;13.09.2015 05:53;restart
1709;13.09.2015 06:59;wymiana
1709;13.09.2015 08:49;restart
1705;13.09.2015 08:57;restart
1691;13.09.2015 10:20;wymiana
1700;13.09.2015 13:33;restart
1719;13.09.2015 13:43;wymiana
1727;13.09.2015 14:15;restart
1708;13.09.2015 14:21;wymiana
1716;13.09.2015 14:56;wymiana
1700;13.09.2015 16:01;wymiana
1710;13.09.2015 16:03;restart
1698;13.09.2015 16:15;wymiana
1684;13.09.2015 17:51;wymiana
1717;13.09.2015 18:37;wymiana
1730;13.09.2015 23:47;restart
1704;14.09.2015 02:10;restart
1690;14.09.2015 04:16;restart
1733;14.09.2015 04:40;restart
1689;14.09.2015 05:39;restart
1686;14.09.2015 05:50;wymiana
1713;14.09.2015 06:38;wymiana
1713;14.09.2015 07:12;restart
1715;14.09.2015 13:44;wymiana
1690;14.09.2015 15:39;restart
1729;14.09.2015 17:10;wymiana
1726;14.09.2015 18:19;restart
1704;14.09.2015 20:23;restart
1713;14.09.2015 21:01;restart
1710;15.09.2015 05:21;wymiana
1731;15.09.2015 08:22;wymiana
1702;15.09.2015 09:34;wymiana
1718;15.09.2015 09:43;restart
1730;15.09.2015 10:22;wymiana
1740;15.09.2015 10:23;restart
1734;15.09.2015 10:42;restart
1691;15.09.2015 10:49;wymiana
1706;15.09.2015 10:51;restart
1714;15.09.2015 18:43;restart
1741;15.09.2015 21:02;wymiana
1708;15.09.2015 22:17;restart
1729;16.09.2015 00:08;restart
1693;16.09.2015 00:11;restart
1712;16.09.2015 00:57;restart
1739;16.09.2015 01:02;wymiana
1730;16.09.2015 02:49;wymiana
1735;16.09.2015 02:59;wymiana
1730;16.09.2015 04:11;restart
1704;16.09.2015 13:17;restart
1743;16.09.2015 18:42;wymiana
1720;16.09.2015 20:35;wymiana
1742;16.09.2015 20:53;restart
1710;16.09.2015 23:06;restart
1733;16.09.2015 23:11;restart
1749;17.09.2015 00:36;restart
1730;17.09.2015 02:54;restart
1722;17.09.2015 03:14;wymiana
1753;17.09.2015 04:45;restart
1738;17.09.2015 06:25;restart
1710;17.09.2015 11:34;wymiana
1753;17.09.2015 13:07;restart
1724;17.09.2015 16:56;wymiana
1753;17.09.2015 23:39;wymiana
1713;18.09.2015 01:45;wymiana
1757;18.09.2015 02:55;restart
1722;18.09.2015 05:06;wymiana
1743;18.09.2015 05:49;wymiana
1721;18.09.2015 06:25;restart
1747;18.09.2015 11:27;restart
1729;18.09.2015 12:46;restart
1725;18.09.2015 12:50;restart
1727;18.09.2015 12:59;wymiana
1759;18.09.2015 14:33;wymiana
1742;18.09.2015 15:38;restart
1749;18.09.2015 15:55;wymiana
1757;18.09.2015 16:53;wymiana
1752;18.09.2015 19:43;wymiana
1729;18.09.2015 21:32;restart
1737;18.09.2015 21:46;restart
1742;18.09.2015 23:53;wymiana
1736;19.09.2015 00:02;wymiana
1758;19.09.2015 00:18;wymiana
1728;19.09.2015 00:54;restart
1762;19.09.2015 01:18;wymiana
1750;19.09.2015 04:52;restart
1726;19.09.2015 07:27;wymiana
1732;19.09.2015 12:32;wymiana
1738;19.09.2015 18:05;wymiana
1751;19.09.2015 18:28;restart
1754;19.09.2015 19:14;wymiana
1761;19.09.2015 22:34;wymiana
1755;20.09.2015 03:54;restart
1755;20.09.2015 05:41;wymiana
1744;20.09.2015 07:06;wymiana
1756;20.09.2015 08:30;restart
1767;20.09.2015 10:21;wymiana
1735;20.09.2015 12:33;restart
1746;20.09.2015 13:59;wymiana
1764;20.09.2015 14:07;restart
1753;20.09.2015 15:15;restart
1759;20.09.2015 20:17;wymiana
1771;20.09.2015 21:44;restart
1770;21.09.2015 00:40;wymiana
1748;21.09.2015 02:00;restart
1742;21.09.2015 03:24;restart
1776;21.09.2015 07:02;wymiana
1761;21.09.2015 10:23;restart
1760;21.09.2015 11:32;wymiana
1753;21.09.2015 11:44;wymiana
1752;21.09.2015 13:59;wymiana
1763;21.09.2015 17:30;restart
1768;21.09.2015 18:52;wymiana
1777;22.09.2015 04:47;restart
1755;22.09.2015 05:36;wymiana
1745;22.09.2015 07:23;restart
1787;22.09.2015 07:33;wymiana
1757;22.09.2015 11:21;restart
1766;22.09.2015 11:39;restart
1772;22.09.2015 12:38;restart
1786;22.09.2015 12:38;wymiana
1749;22.09.2015 17:14;restart
1788;22.09.2015 19:23;wymiana
1791;22.09.2015 19:27;restart
1774;22.09.2015 21:41;wymiana
1778;23.09.2015 00:11;restart
1764;23.09.2015 01:58;restart
1785;23.09.2015 02:51;restart
1761;23.09.2015 07:20;restart
1787;23.09.2015 07:43;restart
1787;23.09.2015 08:34;wymiana
1791;23.09.2015 08:51;restart
1786;23.09.2015 09:24;restart
1793;23.09.2015 11:46;restart
1792;23.09.2015 11:59;restart
1772;23.09.2015 13:03;wymiana
1761;23.09.2015 13:32;wymiana
1765;23.09.2015 14:28;wymiana
1768;23.09.2015 14:40;wymiana
1793;23.09.2015 16:14;wymiana
1792;23.09.2015 16:45;restart
1772;23.09.2015 16:50;restart
1779;23.09.2015 17:08;wymiana
1773;23.09.2015 17:51;wymiana
1774;23.09.2015 22:39;restart
1768;23.09.2015 22:58;wymiana
1755;23.09.2015 23:17;wymiana
1789;23.09.2015 23:52;wymiana
1778;24.09.2015 01:55;restart
1775;24.09.2015 02:15;restart
1778;24.09.2015 02:54;restart
1791;24.09.2015 07:49;wymiana
1796;24.09.2015 10:42;restart
1763;24.09.2015 13:55;wymiana
1782;24.09.2015 18:33;wymiana
1783;24.09.2015 19:16;restart
1778;24.09.2015 20:55;restart
1776;24.09.2015 21:00;wymiana
1791;24.09.2015 23:23;wymiana
1787;25.09.2015 00:30;restart
1763;25.09.2015 02:03;wymiana
1763;25.09.2015 05:40;wymiana
1769;25.09.2015 07:22;restart
1799;25.09.2015 07:25;restart
1764;25.09.2015 08:54;wymiana
1787;25.09.2015 16:26;wymiana
1803;25.09.2015 23:22;wymiana
1797;26.09.2015 04:46;wymiana
1804;26.09.2015 05:51;restart
1772;26.09.2015 06:05;wymiana
1774;26.09.2015 09:40;wymiana
1793;26.09.2015 17:26;restart
1793;26.09.2015 17:50;restart
1777;26.09.2015 17:56;restart
1775;26.09.2015 18:36;restart
1801;26.09.2015 21:52;restart
1797;27.09.2015 00:25;wymiana
1778;27.09.2015 01:48;wymiana
1777;27.09.2015 02:18;wymiana
1793;27.09.2015 04:45;wymiana
1784;27.09.2015 05:05;wymiana
1781;27.09.2015 07:27;wymiana
1800;27.09.2015 08:15;restart
1803;27.09.2015 09:31;restart
1797;27.09.2015 13:14;wymiana
1782;27.09.2015 14:50;wymiana
1776;27.09.2015 15:25;restart
1808;27.09.2015 16:53;wymiana
1777;27.09.2015 16:59;wymiana
1811;27.09.2015 18:16;restart
1813;27.09.2015 21:52;wymiana
1792;28.09.2015 00:18;restart
1780;28.09.2015 00:23;restart
1798;28.09.2015 02:24;wymiana
1806;28.09.2015 02:59;wymiana
1802;28.09.2015 05:10;wymiana
1794;28.09.2015 09:57;restart
1811;28.09.2015 10:52;wymiana
1807;28.09.2015 13:19;wymiana
1809;28.09.2015 13:38;restart
1792;28.09.2015 14:38;restart
1797;28.09.2015 18:37;wymiana
1819;28.09.2015 18:57;wymiana
1792;29.09.2015 00:52;restart
1795;29.09.2015 06:03;restart
1818;29.09.2015 07:56;wymiana
1804;29.09.2015 08:13;restart
1809;29.09.2015 08:25;wymiana
1790;29.09.2015 08:52;wymiana
1810;29.09.2015 09:29;restart
1816;29.09.2015 11:11;restart
1809;29.09.2015 17:40;wymiana
1820;29.09.2015 21:26;restart
1797;29.09.2015 22:10;restart
1816;29.09.2015 23:38;wymiana
1811;29.09.2015 23:47;wymiana
1800;30.09.2015 01:00;restart
1806;30.09.2015 01:32;restart
1821;30.09.2015 09:05;restart
1809;30.09.2015 11:42;restart
1816;30.09.2015 16:58;restart
1822;30.09.2015 19:07;restart
1805;30.09.2015 19:37;restart
1799;30.09.2015 20:00;wymiana
1820;30.09.2015 20:28;wymiana
1830;01.10.2015 04:02;restart
1825;01.10.2015 05:47;restart
1817;01.10.2015 10:22;restart
1811;01.10.2015 12:56;wymiana
1810;01.10.2015 15:54;wymiana
1822;01.10.2015 15:55;wymiana
1828;01.10.2015 17:57;wymiana
1804;01.10.2015 18:04;restart
1820;01.10.2015 19:34;restart
1828;01.10.2015 22:18;wymiana
1806;02.10.2015 04:48;wymiana
1833;02.10.2015 04:54;wymiana
1810;02.10.2015 11:53;wymiana
1806;02.10.2015 13:11;restart
1822;02.10.2015 14:16;wymiana
1821;02.10.2015 14:52;restart
1810;02.10.2015 16:24;restart
1834;02.10.2015 21:45;restart
1815;02.10.2015 22:52;wymiana
1834;03.10.2015 00:21;wymiana
1840;03.10.2015 00:53;wymiana
1820;03.10.2015 01:13;wymiana
1811;03.10.2015 02:32;wymiana
1844;03.10.2015 03:20;wymiana
1827;03.10.2015 05:05;wymiana
1833;03.10.2015 06:51;restart
1821;03.10.2015 09:02;wymiana
1835;03.10.2015 10:02;wymiana
1838;03.10.2015 12:10;restart
1812;03.10.2015 12:39;wymiana
1839;03.10.2015 16:00;wymiana
1824;03.10.2015 16:00;wymiana
1814;03.10.2015 22:28;wymiana
1841;04.10.2015 01:32;wymiana
1832;04.10.2015 02:57;wymiana
1848;04.10.2015 06:09;wymiana
1829;04.10.2015 09:42;wymiana
1826;04.10.2015 10:06;wymiana
1833;04.10.2015 14:45;restart
1847;04.10.2015 15:34;restart
1828;04.10.2015 17:41;restart
1828;04.10.2015 20:11;restart
1823;04.10.2015 20:44;wymiana
1834;04.10.2015 21:53;restart
1820;05.10.2015 00:20;wymiana
1827;05.10.2015 00:58;wymiana
1849;05.10.2015 07:08;restart
1851;05.10.2015 08:42;restart
1853;05.10.2015 09:28;restart
1847;05.10.2015 10:51;restart
1852;05.10.2015 11:35;restart
1837;05.10.2015 18:28;restart
1847;05.10.2015 19:09;wymiana
1854;05.10.2015 20:47;wymiana
1854;06.10.2015 00:17;wymiana
1845;06.10.2015 01:46;wymiana
1826;06.10.2015 02:24;restart
1850;06.10.2015 03:29;wymiana
1852;06.10.2015 03:36;wymiana
1843;06.10.2015 08:39;restart
1837;06.10.2015 11:40;wymiana
1837;06.10.2015 12:22;restart
1852;06.10.2015 14:31;restart
1827;06.10.2015 15:32;wymiana
1856;06.10.2015 15:53;restart
1845;06.10.2015 16:17;restart
1863;06.10.2015 20:49;restart
1851;06.10.2015 21:34;restart
1852;07.10.2015 00:18;wymiana
1863;07.10.2015 00:23;restart
1831;07.10.2015 00:26;restart
1863;07.10.2015 01:11;wymiana
1855;07.10.2015 02:11;restart
1845;07.10.2015 07:40;restart
1858;07.10.2015 10:15;restart
1836;07.10.2015 11:05;restart
1860;07.10.2015 11:35;restart
1871;07.10.2015 12:49;wymiana
1863;07.10.2015 13:49;restart
1833;07.10.2015 15:15;restart
1854;07.10.2015 16:45;wymiana
1842;07.10.2015 20:04;restart
1861;07.10.2015 20:47;wymiana
1833;07.10.2015 20:55;restart
1869;07.10.2015 22:40;restart
1861;07.10.2015 22:43;wymiana
1851;08.10.2015 00:05;restart
1845;08.10.2015 05:38;restart
1869;08.10.2015 08:08;wymiana
1865;08.10.2015 10:26;wymiana
1837;08.10.2015 12:15;wymiana
1858;08.10.2015 14:54;wymiana
1857;08.10.2015 16:28;restart
1875;08.10.2015 17:40;restart
1858;08.10.2015 20:41;restart
1875;08.10.2015 22:16;wymiana
1860;08.10.2015 23:45;wymiana
1873;09.10.2015 01:30;restart
1859;09.10.2015 04:21;wymiana
1874;09.10.2015 05:52;restart
1878;09.10.2015 06:14;wymiana
1852;09.10.2015 06:28;restart
1846;09.10.2015 06:55;restart
1867;09.10.2015 11:44;wymiana
1878;09.10.2015 19:42;wymiana
1888;09.10.2015 20:09;wymiana
1870;09.10.2015 21:25;wymiana
1875;09.10.2015 22:18;restart
1853;09.10.2015 23:54;restart
1854;10.10.2015 01:59;restart
1868;10.10.2015 03:23;restart
1875;10.10.2015 04:58;wymiana
1884;10.10.2015 05:01;restart
1864;10.10.2015 07:28;wymiana
1871;10.10.2015 08:04;restart
1880;10.10.2015 09:07;wymiana
1874;10.10.2015 09:28;wymiana
1888;10.10.2015 10:25;wymiana
1851;10.10.2015 10:41;restart
1859;10.10.2015 16:07;wymiana
1857;10.10.2015 16:17;wymiana
1862;10.10.2015 18:37;restart
1879;10.10.2015 22:10;wymiana
1856;10.10.2015 22:42;wymiana
1856;10.10.2015 23:01;wymiana
1855;10.10.2015 23:14;wymiana
1881;10.10.2015 23:49;wymiana
1891;11.10.2015 01:31;wymiana
1893;11.10.2015 02:21;restart
1862;11.10.2015 06:37;restart
1878;11.10.2015 10:12;restart
1888;11.10.2015 11:37;wymiana
1894;11.10.2015 18:35;restart
1869;11.10.2015 19:26;restart
1858;11.10.2015 20:42;wymiana
1883;11.10.2015 23:07;wymiana
1862;11.10.2015 23:14;wymiana
1854;12.10.2015 00:32;restart
1880;12.10.2015 00:51;wymiana
1899;12.10.2015 02:53;restart
1866;12.10.2015 05:07;wymiana
1855;12.10.2015 08:32;restart
1876;12.10.2015 09:07;restart
1869;12.10.2015 09:33;wymiana
1902;12.10.2015 09:41;restart
1901;12.10.2015 10:22;wymiana
1856;12.10.2015 10:35;restart
1880;12.10.2015 11:30;wymiana
1882;12.10.2015 11:42;restart
1858;12.10.2015 12:18;restart
1863;12.10.2015 14:08;wymiana
1887;12.10.2015 15:18;restart
1855;12.10.2015 16:04;restart
1887;12.10.2015 16:47;restart
1902;12.10.2015 20:56;wymiana
1869;12.10.2015 22:06;wymiana
1890;12.10.2015 23:24;wymiana
1877;12.10.2015 23:43;restart
1880;13.10.2015 00:37;restart
1895;13.10.2015 00:46;wymiana
1906;13.10.2015 01:36;wymiana
1877;13.10.2015 02:53;restart
1884;13.10.2015 03:35;restart
1887;13.10.2015 04:22;restart
1862;13.10.2015 07:31;restart
1904;13.10.2015 07:50;wymiana
1897;13.10.2015 14:06;restart
1890;13.10.2015 18:11;restart
1880;13.10.2015 18:22;wymiana
1902;13.10.2015 18:56;restart
1872;13.10.2015 20:06;wymiana
1884;13.10.2015 20:41;wymiana
1902;13.10.2015 22:26;wymiana
1907;14.10.2015 01:08;wymiana
1897;14.10.2015 01:11;restart
1896;14.10.2015 02:03;restart
1905;14.10.2015 02:58;restart
1895;14.10.2015 04:52;wymiana
1890;14.10.2015 06:55;restart
1895;14.10.2015 22:16;wymiana
1889;14.10.2015 22:45;wymiana
1898;15.10.2015 01:09;wymiana
1921;15.10.2015 01:33;restart
1888;15.10.2015 03:09;wymiana
1921;15.10.2015 03:38;restart
1881;15.10.2015 03:45;restart
1884;15.10.2015 04:10;restart
1882;15.10.2015 05:15;restart
1890;15.10.2015 07:45;restart
1881;15.10.2015 09:02;wymiana
1881;15.10.2015 10:01;restart
1922;15.10.2015 12:02;wymiana
1884;15.10.2015 12:02;wymiana
1906;15.10.2015 17:16;wymiana
1908;15.10.2015 20:37;restart
1882;16.10.2015 00:24;wymiana
1887;16.10.2015 04:25;wymiana
1912;16.10.2015 05:04;restart
1916;16.10.2015 07:31;wymiana
1921;16.10.2015 08:45;wymiana
1917;16.10.2015 09:35;restart
1929;16.10.2015 11:50;restart
1890;16.10.2015 12:03;wymiana
1886;16.10.2015 12:44;wymiana
1885;16.10.2015 13:43;restart
1915;16.10.2015 14:02;restart
1928;16.10.2015 15:46;wymiana
1903;16.10.2015 15:53;restart
1922;16.10.2015 16:05;wymiana
1895;16.10.2015 16:52;wymiana
1924;16.10.2015 18:49;restart
1906;16.10.2015 22:21;wymiana
1922;17.10.2015 01:02;restart
1892;17.10.2015 02:17;restart
1910;17.10.2015 03:48;restart
1911;17.10.2015 07:43;restart
1895;17.10.2015 11:10;restart
1909;17.10.2015 14:02;restart
1934;17.10.2015 16:50;restart
1910;17.10.2015 21:20;wymiana
1931;17.10.2015 23:23;wymiana
1921;18.10.2015 00:20;restart
1919;18.10.2015 01:50;restart
1925;18.10.2015 08:16;wymiana
1935;18.10.2015 10:42;restart
1900;18.10.2015 17:42;wymiana
1914;18.10.2015 19:45;wymiana
1945;18.10.2015 20:01;wymiana
1931;19.10.2015 00:42;wymiana
1920;19.10.2015 01:11;restart
1936;19.10.2015 04:30;wymiana
1922;19.10.2015 05:08;restart
1945;19.10.2015 05:22;restart
1943;19.10.2015 05:26;wymiana
1924;19.10.2015 06:35;restart
1917;19.10.2015 07:57;restart
1928;19.10.2015 08:30;wymiana
1932;19.10.2015 09:37;wymiana
1920;19.10.2015 10:02;wymiana
1939;19.10.2015 10:13;restart
1921;19.10.2015 10:22;wymiana
1943;19.10.2015 11:52;wymiana
1948;19.10.2015 17:38;restart
1937;19.10.2015 18:43;restart
1952;19.10.2015 20:42;wymiana
1924;19.10.2015 21:32;wymiana
1929;19.10.2015 22:18;restart
1918;19.10.2015 23:38;wymiana
1945;20.10.2015 01:08;restart
1942;20.10.2015 01:21;restart
1943;20.10.2015 06:01;restart
1917;20.10.2015 06:16;restart
1910;20.10.2015 06:18;restart
1913;20.10.2015 06:49;restart
1953;20.10.2015 09:11;restart
1913;20.10.2015 09:43;restart
1953;20.10.2015 09:46;wymiana
1920;20.10.2015 10:43;wymiana
1926;20.10.2015 11:05;restart
1950;20.10.2015 16:37;restart
1949;20.10.2015 22:50;restart
1951;20.10.2015 23:26;wymiana
1929;21.10.2015 01:03;wymiana
1946;21.10.2015 02:50;restart
1928;21.10.2015 03:04;restart
1950;21.10.2015 03:17;wymiana
1961;21.10.2015 04:00;wymiana
1940;21.10.2015 05:28;restart
1945;21.10.2015 10:11;restart
1945;21.10.2015 10:36;wymiana
1923;21.10.2015 12:19;restart
1962;21.10.2015 12:40;wymiana
1960;21.10.2015 16:32;wymiana
1954;21.10.2015 21:23;wymiana
1968;21.10.2015 21:36;wymiana
1955;21.10.2015 21:45;wymiana
1924;21.10.2015 21:53;wymiana
1927;22.10.2015 01:11;wymiana
1959;22.10.2015 01:22;wymiana
1958;22.10.2015 01:31;wymiana
1959;22.10.2015 04:57;wymiana
1941;22.10.2015 08:04;wymiana
1953;22.10.2015 08:39;restart
1968;22.10.2015 09:34;restart
1968;22.10.2015 10:13;wymiana
1970;22.10.2015 14:04;wymiana
1972;22.10.2015 14:28;wymiana
1957;22.10.2015 15:31;wymiana
1972;22.10.2015 17:34;wymiana
1936;22.10.2015 19:28;restart
1972;22.10.2015 20:25;wymiana
1964;22.10.2015 21:15;restart
1977;22.10.2015 21:27;wymiana
1930;22.10.2015 22:32;restart
1931;22.10.2015 22:39;restart
1949;23.10.2015 02:36;wymiana
1963;23.10.2015 05:11;wymiana
1981;23.10.2015 08:33;wymiana
1970;23.10.2015 09:05;restart
1972;23.10.2015 09:39;restart
1975;23.10.2015 11:19;wymiana
1972;23.10.2015 12:52;wymiana
1959;23.10.2015 13:42;wymiana
1975;23.10.2015 17:41;wymiana
1933;23.10.2015 20:39;wymiana
1960;23.10.2015 22:09;wymiana
1970;23.10.2015 23:32;wymiana
1983;24.10.2015 00:33;wymiana
1988;24.10.2015 02:29;restart
1964;24.10.2015 02:43;restart
1941;24.10.2015 03:34;wymiana
1976;24.10.2015 03:39;wymiana
1944;24.10.2015 04:35;restart
1975;24.10.2015 04:43;restart
1960;24.10.2015 05:30;wymiana
1985;24.10.2015 07:20;wymiana
1978;24.10.2015 07:28;restart
1941;24.10.2015 07:38;restart
1949;24.10.2015 07:59;restart
1967;24.10.2015 09:24;wymiana
1965;24.10.2015 13:18;restart
1986;24.10.2015 16:29;wymiana
1959;24.10.2015 17:12;wymiana
1994;24.10.2015 17:31;wymiana
1975;24.10.2015 18:36;wymiana
1938;24.10.2015 20:03;restart
1964;24.10.2015 22:16;restart
1986;24.10.2015 22:41;wymiana
1949;25.10.2015 02:51;restart
1956;25.10.2015 04:09;wymiana
1981;25.10.2015 04:20;wymiana
1970;25.10.2015 07:54;restart
1998;25.10.2015 08:46;restart
1995;25.10.2015 09:09;wymiana
1947;25.10.2015 09:48;restart
1949;25.10.2015 10:23;restart
1997;25.10.2015 11:16;wymiana
1979;25.10.2015 11:32;restart
2000;25.10.2015 12:27;restart
1998;25.10.2015 16:30;restart
1990;25.10.2015 19:14;restart
1998;25.10.2015 19:56;restart
1986;25.10.2015 20:59;restart
1969;25.10.2015 21:35;restart
1989;25.10.2015 21:50;restart
1981;26.10.2015 00:48;restart
1991;26.10.2015 03:21;wymiana
1981;26.10.2015 06:49;wymiana
2009;26.10.2015 15:29;restart
1978;26.10.2015 15:44;wymiana
1958;26.10.2015 16:01;restart
1999;26.10.2015 16:45;wymiana
1983;26.10.2015 17:53;restart
1985;26.10.2015 19:38;wymiana
2013;26.10.2015 20:34;wymiana
2000;26.10.2015 20:40;restart
1992;26.10.2015 21:28;wymiana
1993;27.10.2015 02:29;restart
1980;27.10.2015 02:58;wymiana
2013;27.10.2015 04:08;wymiana
2013;27.10.2015 04:09;wymiana
1994;27.10.2015 04:21;restart
1996;27.10.2015 06:21;wymiana
1973;27.10.2015 06:47;restart
1970;27.10.2015 07:21;wymiana
2003;27.10.2015 08:30;restart
1983;27.10.2015 08:50;restart
1983;27.10.2015 11:43;restart
2008;27.10.2015 12:11;wymiana
1987;27.10.2015 12:23;restart
2008;27.10.2015 14:27;wymiana
1990;27.10.2015 16:27;restart
2015;27.10.2015 16:30;wymiana
2024;27.10.2015 16:49;restart
1966;27.10.2015 16:54;restart
1986;27.10.2015 19:09;restart
2025;27.10.2015 19:10;restart
2015;27.10.2015 21:41;wymiana
1997;27.10.2015 23:14;wymiana
1971;27.10.2015 23:18;restart
1968;28.10.2015 01:30;wymiana
2018;28.10.2015 02:55;wymiana
2002;28.10.2015 03:06;restart
2008;28.10.2015 04:37;wymiana
1994;28.10.2015 06:01;wymiana
1982;28.10.2015 07:25;wymiana
1983;28.10.2015 09:13;wymiana
2029;28.10.2015 09:46;wymiana
1999;28.10.2015 10:01;restart
1974;28.10.2015 11:34;restart
1990;28.10.2015 12:58;wymiana
2017;28.10.2015 13:16;wymiana
1997;28.10.2015 14:29;wymiana
2010;28.10.2015 17:50;wymiana
2022;28.10.2015 19:29;wymiana
2019;29.10.2015 00:43;wymiana
1978;29.10.2015 01:13;restart
2001;29.10.2015 01:25;wymiana
2025;29.10.2015 02:58;wymiana
2029;29.10.2015 03:10;wymiana
2008;29.10.2015 06:21;restart
2026;29.10.2015 07:10;wymiana
2036;29.10.2015 07:38;wymiana
2020;29.10.2015 09:30;wymiana
1993;29.10.2015 12:14;wymiana
2030;29.10.2015 14:43;wymiana
1985;29.10.2015 15:46;restart
2021;29.10.2015 18:16;wymiana
2004;29.10.2015 18:49;wymiana
2021;29.10.2015 18:56;restart
2016;29.10.2015 19:03;wymiana
2005;29.10.2015 21:15;restart
2025;29.10.2015 22:37;restart
2025;29.10.2015 23:50;restart
